texts,labels
"Yankee Group senior analyst Zeus Kerravala said that although it may take some time, it is likely that blade servers will eventually replace all parts of the software stack because of their time-to-market, cost and scalability advantages.",3
(Sports Network) - Chris Bosh scored 20 points and grabbed seven rebounds to lead Toronto to a 95-88 win over Houston at the Air Canada Centre.,1
Canadian Press - VANCOUVER (CP) - The sister of a man who died after a violent confrontation with police has demanded the city's chief constable resign for defending the officer involved.,0
"With no electricity or running water and short of basics like antibiotics, doctors in makeshift clinics are fighting to save survivors of Tropical Storm Jeanne -ven ",0
The high level expert group chaired by former Dutch prime minister Wim Kok has presented its review of the Lisbon strategy to the European Commission on 3 November 2004.,2
"BOISE, Idaho -- Jon Helmandollar rushed for a school-record five touchdowns, and No. 13 Boise State clinched at least a share of its third straight Western Athletic Conference title with a 55-14 win over Louisiana Tech yesterday.",1
"Richard Avedon, the revolutionary photographer who redefined fashion photography as an art form while achieving critical acclaim through his stark black-and-white portraits of the powerful and celebrated, died Friday. He was 81.",0
Russian President Vladimir Putin barely left time for the funerals before cynically exploiting the deaths of more than 300 children and adults.,0
"This weekend, millions of Americans will be trying hard to forget the horror of the terrorist attacks that took place exactly three years ago.",3
"The old adage  quot;three steps and a stumble quot; still has fans on Wall Street, but some analysts think it #39;s ready for the glue factory.",2
"AP - Civil rights activist Jesse Jackson joined the campaign of Sen. John Kerry on Wednesday as a poll showed support for the presidential candidate slipping among black Americans, a critical Democratic constituency.",0
"UAL Corp., the bankrupt parent of United Airlines, announced Wednesday plans to cut domestic flights by 12 percent, while increasing more profitable international schedules by 14 percent.",2
"Inspired by the magnificent surroundings of the Panathinaiko stadium and assisted by a gust of wind and a police siren, the British archer Alison Williamson ended her 12-year quest for an Olympic medal at the fourth attempt when she won bronze in the ...",1
" NEW YORK (Reuters) - U.S. Treasuries faltered on Tuesday  after a blistering two-session rally ran out of steam, though  analysts still saw room to the upside given the large  short-base in the market.",2
The trial of Slobodan Milosevic on war crimes charges has resumed in The Hague with the former Yugoslav president launching a spirited defense.,0
" WASHINGTON (Reuters) -  The Bush administration plans to  give strategic advice, training and polling data to what it  deems as ""moderate and democratic"" Iraqi political parties with  candidates running in the country's upcoming elections,  government documents show.",0
"New York; September 23, 2004 - The Department of Justice (DoJ), FBI and US Attorney #39;s Office handed down a 10-count indictment against former Computer Associates (CA) chairman and CEO Sanjay Kumar and Stephen Richards, former CA head of worldwide sales.",2
"The month of November in a US presidential-election year is not supposed to be particularly eventful, but this year may be an exception, in the light of the gathering storm over ",0
"The broker's 26 jump in average daily trades was nice growth, but will it last?",2
"Texas Instruments has announced development of the wireless industry #39;s first digital TV on a single chip for mobile phones, code-named  quot;Hollywood quot;.",3
House and Senate negotiators agreed Wednesday on an ambitious corporate tax bill that would shower billions of dollars in tax breaks on beneficiaries from old-line manufacturers to Alaskan whalers -- and includes a controversial \$10 billion buyout of the nation's tobacco farmers.,2
"THE DEAL: Symantec Corp., best known for its Norton-branded software that fights computer viruses, is heading in a new direction with a \$13.5 billion acquisition of data storage and backup specialist Veritas Software Corp.",2
 SAN FRANCISCO (Reuters) - Marquis Grissom hit a grand slam  homer and the San Francisco Giants rallied from a six run  deficit to defeat the Arizona Diamondbacks 9-7 in National  League play on Saturday.,1
"Europe #39;s golfing team has won the Ryder Cup with a record margin, scoring 18-and-1/2 points over the nine-and-1/2 for the United States.",1
" BOUAKE, Ivory Coast (Reuters) - Rebels in Ivory Coast said  on Thursday they were withdrawing from a long-delayed  disarmament process, warning that the war that broke out in the  world's top cocoa grower in 2002 could start again soon.",0
"Through its Windows  #39;Experience More #39; event in Singapore, Microsoft let Super! cop a feel of the slickest hi-tech goodies way before they hit the streets.",3
Champion jockey Kieren Fallon and colleagues Fergal Lynch and Darren Williams are due back in action after their arrests over allegations of race-fixing.,1
"Two new studies show Microsoft (Quote, Chart) is now leading both the embedded operating system category as well as in PDAs. According to statistics by research firm Gartner (Quote, Chart), Microsoft #39;s Windows ",3
Attendees at this year #146;s PowerSchool University ramped up their student information system skills with the new PowerSchool 4.0 and augmented their development activities through peer networking. Aug 3,3
" WASHINGTON (Reuters) - U.S. industrial output barely edged  up, gaining a less-than-expected 0.1 percent in August, the  Federal Reserve said on Wednesday.",2
Yahoo is ready to engage in combat with rival Google by offering a new desktop search tool to help people find information on their computer hard drives.,3
U.S. senators are debating a controversial measure to exempt foreign student graduates from the cap on H-1B visas.,3
"In ordering a New Hampshire man to stop sending spyware that takes over parts of a user #39;s computer, a federal judge has sent a warning shot at spammers in the United States.",2
"The loss of Yasser Arafat could ease the Palestinian-Israeli conflict significantly, local observers of Middle Eastern politics said Friday.",0
" NEW YORK (Reuters) - The dollar rose on Friday, after a  U.S. report showed consumer prices in line with expections,  reminding investors that the Federal Reserve was likely to  continue raising interest rates, analysts said.",2
"It #39;s almost certainly too little too late, although after what took place here on Saturday afternoon the rope reserved for the head coach has been put aside for the time being.",1
Alonzo Mourning had 12 points and five rebounds in his first game since undergoing a kidney transplant in December.,1
IBM sells its fourth supercomputer--to tackle the protein-folding challenge that inspired the computer in the first place.,3
THE CAL BEARS may have been a victim of their good sportsmanship. That #39;s the way it goes in big-time college football. No one knows for certain why Cal sank from fourth to fifth in the mysterious mix of computer ,1
"October 21, 2004 - Tapwave and Mobile Digital Media (MDM) announced today that MDM #39;s officially licensed Palm OS version of Madden NFL 2005, Electronic Arts #39; well-known and critically acclaimed sports video game, will be made available for the Tapwave ",3
